tick,scenario,enabled,gini,gini_post_transfer,poverty_rate,poverty_rate_post_transfer,beneficiaries,coverage_ratio,graduated_total,fund_balance,total_transfers,total_surtax_collected,benefit_per_capita,eligibility_threshold,n_acima_180,gini_real,avg_wealth
164,5a_capital_return_5pct,1,0.0648,0.0648,0.0,0.0,0,0.0,128,-10380.45,52992.0,42611.55,12.0,90.0,0,0.0648,163.3
165,5a_capital_return_5pct,1,0.0648,0.0648,0.0,0.0,0,0.0,128,-10380.45,52992.0,42611.55,12.0,90.0,0,0.0648,163.4
166,5a_capital_return_5pct,1,0.0648,0.0648,0.0,0.0,0,0.0,128,-10380.45,52992.0,42611.55,12.0,90.0,0,0.0648,163.4
167,5a_capital_return_5pct,1,0.0649,0.0649,0.0,0.0,0,0.0,128,-10380.45,52992.0,42611.55,12.0,90.0,0,0.0649,163.4
168,5a_capital_return_5pct,1,0.0649,0.0649,0.0,0.0,0,0.0,128,-10380.45,52992.0,42611.55,12.0,90.0,0,0.0649,163.5
169,5a_capital_return_5pct,1,0.0649,0.0649,0.0,0.0,0,0.0,128,-10380.45,52992.0,42611.55,12.0,90.0,0,0.0649,163.5
170,5a_capital_return_5pct,1,0.0649,0.0649,0.0,0.0,0,0.0,128,-10380.45,52992.0,42611.55,12.0,90.0,0,0.0649,163.5
171,5a_capital_return_5pct,1,0.0649,0.0649,0.0,0.0,0,0.0,128,-10380.45,52992.0,42611.55,12.0,90.0,0,0.0649,163.6
172,5a_capital_return_5pct,1,0.0649,0.0649,0.0,0.0,0,0.0,128,-10380.45,52992.0,42611.55,12.0,90.0,0,0.0649,163.6
173,5a_capital_return_5pct,1,0.065,0.065,0.0,0.0,0,0.0,128,-10380.45,52992.0,42611.55,12.0,90.0,0,0.065,163.6
174,5a_capital_return_5pct,1,0.065,0.065,0.0,0.0,0,0.0,128,-10380.45,52992.0,42611.55,12.0,90.0,0,0.065,163.7
175,5a_capital_return_5pct,1,0.065,0.065,0.0,0.0,0,0.0,128,-10380.45,52992.0,42611.55,12.0,90.0,0,0.065,163.7
176,5a_capital_return_5pct,1,0.0651,0.0651,0.0,0.0,0,0.0,128,-10380.45,52992.0,42611.55,12.0,90.0,0,0.0651,163.7
177,5a_capital_return_5pct,1,0.0651,0.0651,0.0,0.0,0,0.0,128,-10371.44,52992.0,42620.56,12.0,90.0,0,0.0651,163.7
178,5a_capital_return_5pct,1,0.0651,0.0651,0.0,0.0,0,0.0,128,-10371.44,52992.0,42620.56,12.0,90.0,0,0.0651,163.8
179,5a_capital_return_5pct,1,0.0652,0.0652,0.0,0.0,0,0.0,128,-10371.44,52992.0,42620.56,12.0,90.0,0,0.0652,163.8
180,5a_capital_return_5pct,1,0.0652,0.0652,0.0,0.0,0,0.0,128,-10371.44,52992.0,42620.56,12.0,90.0,0,0.0652,163.8
181,5a_capital_return_5pct,1,0.0652,0.0652,0.0,0.0,0,0.0,128,-10371.44,52992.0,42620.56,12.0,90.0,0,0.0652,163.9
182,5a_capital_return_5pct,1,0.0653,0.0653,0.0,0.0,0,0.0,128,-10371.44,52992.0,42620.56,12.0,90.0,0,0.0653,163.9
183,5a_capital_return_5pct,1,0.0653,0.0653,0.0,0.0,0,0.0,128,-10371.44,52992.0,42620.56,12.0,90.0,0,0.0653,163.9
184,5a_capital_return_5pct,1,0.0654,0.0654,0.0,0.0,0,0.0,128,-10371.44,52992.0,42620.56,12.0,90.0,0,0.0654,164.0
185,5a_capital_return_5pct,1,0.0655,0.0655,0.0,0.0,0,0.0,128,-10371.44,52992.0,42620.56,12.0,90.0,0,0.0655,164.0
186,5a_capital_return_5pct,1,0.0655,0.0655,0.0,0.0,0,0.0,128,-10353.44,52992.0,42638.56,12.0,90.0,0,0.0655,163.9
187,5a_capital_return_5pct,1,0.0655,0.0655,0.0,0.0,0,0.0,128,-10344.44,52992.0,42647.56,12.0,90.0,0,0.0655,163.9
188,5a_capital_return_5pct,1,0.0656,0.0656,0.0,0.0,0,0.0,128,-10335.44,52992.0,42656.56,12.0,90.0,0,0.0656,163.9
189,5a_capital_return_5pct,1,0.0656,0.0656,0.0,0.0,0,0.0,128,-10326.44,52992.0,42665.56,12.0,90.0,0,0.0656,163.9
190,5a_capital_return_5pct,1,0.0656,0.0656,0.0,0.0,0,0.0,128,-10317.43,52992.0,42674.57,12.0,90.0,0,0.0656,163.9
191,5a_capital_return_5pct,1,0.0657,0.0657,0.0,0.0,0,0.0,128,-10308.43,52992.0,42683.57,12.0,90.0,0,0.0657,163.9
192,5a_capital_return_5pct,1,0.0657,0.0657,0.0,0.0,0,0.0,128,-10290.43,52992.0,42701.57,12.0,90.0,0,0.0657,163.8
193,5a_capital_return_5pct,1,0.0657,0.0657,0.0,0.0,0,0.0,128,-10272.42,52992.0,42719.58,12.0,90.0,0,0.0657,163.8
194,5a_capital_return_5pct,1,0.0657,0.0657,0.0,0.0,0,0.0,128,-10272.42,52992.0,42719.58,12.0,90.0,0,0.0657,163.8
195,5a_capital_return_5pct,1,0.0657,0.0657,0.0,0.0,0,0.0,128,-10272.42,52992.0,42719.58,12.0,90.0,0,0.0657,163.9
196,5a_capital_return_5pct,1,0.0658,0.0658,0.0,0.0,0,0.0,128,-10263.42,52992.0,42728.58,12.0,90.0,0,0.0658,163.8
197,5a_capital_return_5pct,1,0.0658,0.0658,0.0,0.0,0,0.0,128,-10254.42,52992.0,42737.58,12.0,90.0,0,0.0658,163.8
198,5a_capital_return_5pct,1,0.0658,0.0658,0.0,0.0,0,0.0,128,-10245.41,52992.0,42746.59,12.0,90.0,0,0.0658,163.8
199,5a_capital_return_5pct,1,0.0658,0.0658,0.0,0.0,0,0.0,128,-10227.41,52992.0,42764.59,12.0,90.0,0,0.0658,163.8
200,5a_capital_return_5pct,1,0.0658,0.0658,0.0,0.0,0,0.0,128,-10227.41,52992.0,42764.59,12.0,90.0,0,0.0658,163.8
201,5a_capital_return_5pct,1,0.0658,0.0658,0.0,0.0,0,0.0,128,-10200.4,52992.0,42791.6,12.0,90.0,0,0.0658,163.7
202,5a_capital_return_5pct,1,0.0657,0.0657,0.0,0.0,0,0.0,128,-10173.39,52992.0,42818.61,12.0,90.0,0,0.0657,163.6
203,5a_capital_return_5pct,1,0.0657,0.0657,0.0,0.0,0,0.0,128,-10164.39,52992.0,42827.61,12.0,90.0,0,0.0657,163.6
204,5a_capital_return_5pct,1,0.0656,0.0656,0.0,0.0,0,0.0,128,-10146.38,52992.0,42845.62,12.0,90.0,0,0.0656,163.5
205,5a_capital_return_5pct,1,0.0656,0.0656,0.0,0.0,0,0.0,128,-10146.38,52992.0,42845.62,12.0,90.0,0,0.0656,163.6
206,5a_capital_return_5pct,1,0.0656,0.0656,0.0,0.0,0,0.0,128,-10146.38,52992.0,42845.62,12.0,90.0,0,0.0656,163.6
207,5a_capital_return_5pct,1,0.0657,0.0657,0.0,0.0,0,0.0,128,-10146.38,52992.0,42845.62,12.0,90.0,0,0.0657,163.6
208,5a_capital_return_5pct,1,0.0657,0.0657,0.0,0.0,0,0.0,128,-10137.38,52992.0,42854.62,12.0,90.0,0,0.0657,163.6
209,5a_capital_return_5pct,1,0.0656,0.0656,0.0,0.0,0,0.0,128,-10119.37,52992.0,42872.63,12.0,90.0,0,0.0656,163.6
210,5a_capital_return_5pct,1,0.0655,0.0655,0.0,0.0,0,0.0,128,-10101.37,52992.0,42890.63,12.0,90.0,0,0.0655,163.5
211,5a_capital_return_5pct,1,0.0655,0.0655,0.0,0.0,0,0.0,128,-10092.36,52992.0,42899.64,12.0,90.0,0,0.0655,163.5
212,5a_capital_return_5pct,1,0.0652,0.0652,0.0,0.0,0,0.0,128,-10047.35,52992.0,42944.65,12.0,90.0,0,0.0652,163.3
213,5a_capital_return_5pct,1,0.0652,0.0652,0.0,0.0,0,0.0,128,-10047.35,52992.0,42944.65,12.0,90.0,0,0.0652,163.4
214,5a_capital_return_5pct,1,0.0651,0.0651,0.0,0.0,0,0.0,128,-10029.35,52992.0,42962.65,12.0,90.0,0,0.0651,163.3
215,5a_capital_return_5pct,1,0.0651,0.0651,0.0,0.0,0,0.0,128,-10029.35,52992.0,42962.65,12.0,90.0,0,0.0651,163.3
216,5a_capital_return_5pct,1,0.0651,0.0651,0.0,0.0,0,0.0,128,-10029.35,52992.0,42962.65,12.0,90.0,0,0.0651,163.4
217,5a_capital_return_5pct,1,0.065,0.065,0.0,0.0,0,0.0,128,-10020.35,52992.0,42971.65,12.0,90.0,0,0.065,163.4
218,5a_capital_return_5pct,1,0.065,0.065,0.0,0.0,0,0.0,128,-10011.34,52992.0,42980.66,12.0,90.0,0,0.065,163.4
219,5a_capital_return_5pct,1,0.0649,0.0649,0.0,0.0,0,0.0,128,-10002.34,52992.0,42989.66,12.0,90.0,0,0.0649,163.3
220,5a_capital_return_5pct,1,0.0648,0.0648,0.0,0.0,0,0.0,128,-9984.33,52992.0,43007.67,12.0,90.0,0,0.0648,163.3
221,5a_capital_return_5pct,1,0.0646,0.0646,0.0,0.0,0,0.0,128,-9966.33,52992.0,43025.67,12.0,90.0,0,0.0646,163.2
222,5a_capital_return_5pct,1,0.0645,0.0645,0.0,0.0,0,0.0,128,-9957.32,52992.0,43034.68,12.0,90.0,0,0.0645,163.2
223,5a_capital_return_5pct,1,0.0645,0.0645,0.0,0.0,0,0.0,128,-9957.32,52992.0,43034.68,12.0,90.0,0,0.0645,163.3
224,5a_capital_return_5pct,1,0.0645,0.0645,0.0,0.0,0,0.0,128,-9957.32,52992.0,43034.68,12.0,90.0,0,0.0645,163.3
225,5a_capital_return_5pct,1,0.0645,0.0645,0.0,0.0,0,0.0,128,-9957.32,52992.0,43034.68,12.0,90.0,0,0.0645,163.3
226,5a_capital_return_5pct,1,0.0645,0.0645,0.0,0.0,0,0.0,128,-9957.32,52992.0,43034.68,12.0,90.0,0,0.0645,163.4
227,5a_capital_return_5pct,1,0.0645,0.0645,0.0,0.0,0,0.0,128,-9957.32,52992.0,43034.68,12.0,90.0,0,0.0645,163.4
228,5a_capital_return_5pct,1,0.0645,0.0645,0.0,0.0,0,0.0,128,-9957.32,52992.0,43034.68,12.0,90.0,0,0.0645,163.4
229,5a_capital_return_5pct,1,0.0643,0.0643,0.0,0.0,0,0.0,128,-9939.32,52992.0,43052.68,12.0,90.0,0,0.0643,163.4
230,5a_capital_return_5pct,1,0.0643,0.0643,0.0,0.0,0,0.0,128,-9939.32,52992.0,43052.68,12.0,90.0,0,0.0643,163.4
231,5a_capital_return_5pct,1,0.0642,0.0642,0.0,0.0,0,0.0,128,-9921.31,52992.0,43070.69,12.0,90.0,0,0.0642,163.4
232,5a_capital_return_5pct,1,0.0641,0.0641,0.0,0.0,0,0.0,128,-9903.3,52992.0,43088.7,12.0,90.0,0,0.0641,163.3
233,5a_capital_return_5pct,1,0.0641,0.0641,0.0,0.0,0,0.0,128,-9903.3,52992.0,43088.7,12.0,90.0,0,0.0641,163.3
234,5a_capital_return_5pct,1,0.0641,0.0641,0.0,0.0,0,0.0,128,-9903.3,52992.0,43088.7,12.0,90.0,0,0.0641,163.4
235,5a_capital_return_5pct,1,0.064,0.064,0.0,0.0,0,0.0,128,-9903.3,52992.0,43088.7,12.0,90.0,0,0.064,163.4
236,5a_capital_return_5pct,1,0.064,0.064,0.0,0.0,0,0.0,128,-9903.3,52992.0,43088.7,12.0,90.0,0,0.064,163.4
237,5a_capital_return_5pct,1,0.064,0.064,0.0,0.0,0,0.0,128,-9903.3,52992.0,43088.7,12.0,90.0,0,0.064,163.5
238,5a_capital_return_5pct,1,0.064,0.064,0.0,0.0,0,0.0,128,-9894.3,52992.0,43097.7,12.0,90.0,0,0.064,163.5
239,5a_capital_return_5pct,1,0.064,0.064,0.0,0.0,0,0.0,128,-9894.3,52992.0,43097.7,12.0,90.0,0,0.064,163.5
240,5a_capital_return_5pct,1,0.064,0.064,0.0,0.0,0,0.0,128,-9894.3,52992.0,43097.7,12.0,90.0,0,0.064,163.5
241,5a_capital_return_5pct,1,0.064,0.064,0.0,0.0,0,0.0,128,-9894.3,52992.0,43097.7,12.0,90.0,0,0.064,163.6
242,5a_capital_return_5pct,1,0.064,0.064,0.0,0.0,0,0.0,128,-9894.3,52992.0,43097.7,12.0,90.0,0,0.064,163.6
243,5a_capital_return_5pct,1,0.064,0.064,0.0,0.0,0,0.0,128,-9894.3,52992.0,43097.7,12.0,90.0,0,0.064,163.6
244,5a_capital_return_5pct,1,0.0641,0.0641,0.0,0.0,0,0.0,128,-9894.3,52992.0,43097.7,12.0,90.0,0,0.0641,163.7
245,5a_capital_return_5pct,1,0.0641,0.0641,0.0,0.0,0,0.0,128,-9894.3,52992.0,43097.7,12.0,90.0,0,0.0641,163.7
246,5a_capital_return_5pct,1,0.0641,0.0641,0.0,0.0,0,0.0,128,-9894.3,52992.0,43097.7,12.0,90.0,0,0.0641,163.8
247,5a_capital_return_5pct,1,0.0641,0.0641,0.0,0.0,0,0.0,128,-9894.3,52992.0,43097.7,12.0,90.0,0,0.0641,163.8
248,5a_capital_return_5pct,1,0.0642,0.0642,0.0,0.0,0,0.0,128,-9894.3,52992.0,43097.7,12.0,90.0,0,0.0642,163.8
249,5a_capital_return_5pct,1,0.0642,0.0642,0.0,0.0,0,0.0,128,-9894.3,52992.0,43097.7,12.0,90.0,0,0.0642,163.9
250,5a_capital_return_5pct,1,0.0642,0.0642,0.0,0.0,0,0.0,128,-9885.3,52992.0,43106.7,12.0,90.0,0,0.0642,163.8
251,5a_capital_return_5pct,1,0.0642,0.0642,0.0,0.0,0,0.0,128,-9885.3,52992.0,43106.7,12.0,90.0,0,0.0642,163.9
252,5a_capital_return_5pct,1,0.0643,0.0643,0.0,0.0,0,0.0,128,-9885.3,52992.0,43106.7,12.0,90.0,0,0.0643,163.9
253,5a_capital_return_5pct,1,0.0643,0.0643,0.0,0.0,0,0.0,128,-9885.3,52992.0,43106.7,12.0,90.0,0,0.0643,164.0
254,5a_capital_return_5pct,1,0.0644,0.0644,0.0,0.0,0,0.0,128,-9885.3,52992.0,43106.7,12.0,90.0,0,0.0644,164.0
255,5a_capital_return_5pct,1,0.0644,0.0644,0.0,0.0,0,0.0,128,-9876.3,52992.0,43115.7,12.0,90.0,0,0.0644,164.0
256,5a_capital_return_5pct,1,0.0644,0.0644,0.0,0.0,0,0.0,128,-9876.3,52992.0,43115.7,12.0,90.0,0,0.0644,164.0
257,5a_capital_return_5pct,1,0.0645,0.0645,0.0,0.0,0,0.0,128,-9876.3,52992.0,43115.7,12.0,90.0,0,0.0645,164.1
258,5a_capital_return_5pct,1,0.0645,0.0645,0.0,0.0,0,0.0,128,-9876.3,52992.0,43115.7,12.0,90.0,0,0.0645,164.1
259,5a_capital_return_5pct,1,0.0646,0.0646,0.0,0.0,0,0.0,128,-9876.3,52992.0,43115.7,12.0,90.0,0,0.0646,164.1
260,5a_capital_return_5pct,1,0.0646,0.0646,0.0,0.0,0,0.0,128,-9876.3,52992.0,43115.7,12.0,90.0,0,0.0646,164.2
261,5a_capital_return_5pct,1,0.0647,0.0647,0.0,0.0,0,0.0,128,-9867.29,52992.0,43124.71,12.0,90.0,0,0.0647,164.1
262,5a_capital_return_5pct,1,0.0647,0.0647,0.0,0.0,0,0.0,128,-9867.29,52992.0,43124.71,12.0,90.0,0,0.0647,164.2
263,5a_capital_return_5pct,1,0.0648,0.0648,0.0,0.0,0,0.0,128,-9858.29,52992.0,43133.71,12.0,90.0,0,0.0648,164.2
264,5a_capital_return_5pct,1,0.0648,0.0648,0.0,0.0,0,0.0,128,-9849.29,52992.0,43142.71,12.0,90.0,0,0.0648,164.2
265,5a_capital_return_5pct,1,0.0649,0.0649,0.0,0.0,0,0.0,128,-9840.29,52992.0,43151.71,12.0,90.0,0,0.0649,164.2
266,5a_capital_return_5pct,1,0.0649,0.0649,0.0,0.0,0,0.0,128,-9813.28,52992.0,43178.72,12.0,90.0,0,0.0649,164.1
267,5a_capital_return_5pct,1,0.0649,0.0649,0.0,0.0,0,0.0,128,-9804.28,52992.0,43187.72,12.0,90.0,0,0.0649,164.0
268,5a_capital_return_5pct,1,0.0649,0.0649,0.0,0.0,0,0.0,128,-9786.27,52992.0,43205.73,12.0,90.0,0,0.0649,164.0
269,5a_capital_return_5pct,1,0.0649,0.0649,0.0,0.0,0,0.0,128,-9777.27,52992.0,43214.73,12.0,90.0,0,0.0649,164.0
270,5a_capital_return_5pct,1,0.065,0.065,0.0,0.0,0,0.0,128,-9777.27,52992.0,43214.73,12.0,90.0,0,0.065,164.0
271,5a_capital_return_5pct,1,0.065,0.065,0.0,0.0,0,0.0,128,-9777.27,52992.0,43214.73,12.0,90.0,0,0.065,164.0
272,5a_capital_return_5pct,1,0.0651,0.0651,0.0,0.0,0,0.0,128,-9777.27,52992.0,43214.73,12.0,90.0,0,0.0651,164.1
273,5a_capital_return_5pct,1,0.0651,0.0651,0.0,0.0,0,0.0,128,-9768.27,52992.0,43223.73,12.0,90.0,0,0.0651,164.1
274,5a_capital_return_5pct,1,0.0651,0.0651,0.0,0.0,0,0.0,128,-9741.25,52992.0,43250.75,12.0,90.0,0,0.0651,164.0
275,5a_capital_return_5pct,1,0.0651,0.0651,0.0,0.0,0,0.0,128,-9723.25,52992.0,43268.75,12.0,90.0,0,0.0651,163.9
276,5a_capital_return_5pct,1,0.0651,0.0651,0.0,0.0,0,0.0,128,-9714.24,52992.0,43277.76,12.0,90.0,0,0.0651,163.9
277,5a_capital_return_5pct,1,0.065,0.065,0.0,0.0,0,0.0,128,-9678.22,52992.0,43313.78,12.0,90.0,0,0.065,163.8
278,5a_capital_return_5pct,1,0.0649,0.0649,0.0,0.0,0,0.0,128,-9669.22,52992.0,43322.78,12.0,90.0,0,0.0649,163.8
279,5a_capital_return_5pct,1,0.065,0.065,0.0,0.0,0,0.0,128,-9669.22,52992.0,43322.78,12.0,90.0,0,0.065,163.8
280,5a_capital_return_5pct,1,0.065,0.065,0.0,0.0,0,0.0,128,-9660.22,52992.0,43331.78,12.0,90.0,0,0.065,163.8
281,5a_capital_return_5pct,1,0.0649,0.0649,0.0,0.0,0,0.0,128,-9651.21,52992.0,43340.79,12.0,90.0,0,0.0649,163.8
282,5a_capital_return_5pct,1,0.065,0.065,0.0,0.0,0,0.0,128,-9651.21,52992.0,43340.79,12.0,90.0,0,0.065,163.8
283,5a_capital_return_5pct,1,0.065,0.065,0.0,0.0,0,0.0,128,-9642.21,52992.0,43349.79,12.0,90.0,0,0.065,163.8
284,5a_capital_return_5pct,1,0.0649,0.0649,0.0,0.0,0,0.0,128,-9624.21,52992.0,43367.79,12.0,90.0,0,0.0649,163.7
285,5a_capital_return_5pct,1,0.0647,0.0647,0.0,0.0,0,0.0,128,-9588.19,52992.0,43403.81,12.0,90.0,0,0.0647,163.6
286,5a_capital_return_5pct,1,0.0647,0.0647,0.0,0.0,0,0.0,128,-9588.19,52992.0,43403.81,12.0,90.0,0,0.0647,163.6
287,5a_capital_return_5pct,1,0.0646,0.0646,0.0,0.0,0,0.0,128,-9570.19,52992.0,43421.81,12.0,90.0,0,0.0646,163.6
288,5a_capital_return_5pct,1,0.0645,0.0645,0.0,0.0,0,0.0,128,-9552.18,52992.0,43439.82,12.0,90.0,0,0.0645,163.5
289,5a_capital_return_5pct,1,0.0645,0.0645,0.0,0.0,0,0.0,128,-9543.18,52992.0,43448.82,12.0,90.0,0,0.0645,163.5
290,5a_capital_return_5pct,1,0.0645,0.0645,0.0,0.0,0,0.0,128,-9543.18,52992.0,43448.82,12.0,90.0,0,0.0645,163.6
291,5a_capital_return_5pct,1,0.0644,0.0644,0.0,0.0,0,0.0,128,-9534.17,52992.0,43457.83,12.0,90.0,0,0.0644,163.5
292,5a_capital_return_5pct,1,0.0644,0.0644,0.0,0.0,0,0.0,128,-9525.17,52992.0,43466.83,12.0,90.0,0,0.0644,163.5
293,5a_capital_return_5pct,1,0.0643,0.0643,0.0,0.0,0,0.0,128,-9516.17,52992.0,43475.83,12.0,90.0,0,0.0643,163.5
294,5a_capital_return_5pct,1,0.0643,0.0643,0.0,0.0,0,0.0,128,-9507.17,52992.0,43484.83,12.0,90.0,0,0.0643,163.5
295,5a_capital_return_5pct,1,0.0641,0.0641,0.0,0.0,0,0.0,128,-9489.16,52992.0,43502.84,12.0,90.0,0,0.0641,163.5
296,5a_capital_return_5pct,1,0.0641,0.0641,0.0,0.0,0,0.0,128,-9480.16,52992.0,43511.84,12.0,90.0,0,0.0641,163.5
297,5a_capital_return_5pct,1,0.0641,0.0641,0.0,0.0,0,0.0,128,-9480.16,52992.0,43511.84,12.0,90.0,0,0.0641,163.5
298,5a_capital_return_5pct,1,0.0639,0.0639,0.0,0.0,0,0.0,128,-9462.15,52992.0,43529.85,12.0,90.0,0,0.0639,163.4
299,5a_capital_return_5pct,1,0.0639,0.0639,0.0,0.0,0,0.0,128,-9462.15,52992.0,43529.85,12.0,90.0,0,0.0639,163.5
300,5a_capital_return_5pct,1,0.0639,0.0639,0.0,0.0,0,0.0,128,-9462.15,52992.0,43529.85,12.0,90.0,0,0.0639,163.5
301,5a_capital_return_5pct,1,0.0638,0.0638,0.0,0.0,0,0.0,128,-9453.15,52992.0,43538.85,12.0,90.0,0,0.0638,163.5
302,5a_capital_return_5pct,1,0.0638,0.0638,0.0,0.0,0,0.0,128,-9453.15,52992.0,43538.85,12.0,90.0,0,0.0638,163.5
303,5a_capital_return_5pct,1,0.0638,0.0638,0.0,0.0,0,0.0,128,-9453.15,52992.0,43538.85,12.0,90.0,0,0.0638,163.6
304,5a_capital_return_5pct,1,0.0638,0.0638,0.0,0.0,0,0.0,128,-9453.15,52992.0,43538.85,12.0,90.0,0,0.0638,163.6
305,5a_capital_return_5pct,1,0.0637,0.0637,0.0,0.0,0,0.0,128,-9426.14,52992.0,43565.86,12.0,90.0,0,0.0637,163.5
306,5a_capital_return_5pct,1,0.0636,0.0636,0.0,0.0,0,0.0,128,-9426.14,52992.0,43565.86,12.0,90.0,0,0.0636,163.5
307,5a_capital_return_5pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,-9408.14,52992.0,43583.86,12.0,90.0,0,0.0635,163.5
308,5a_capital_return_5pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,-9408.14,52992.0,43583.86,12.0,90.0,0,0.0635,163.5
309,5a_capital_return_5pct,1,0.0634,0.0634,0.0,0.0,0,0.0,128,-9399.13,52992.0,43592.87,12.0,90.0,0,0.0634,163.5
310,5a_capital_return_5pct,1,0.0634,0.0634,0.0,0.0,0,0.0,128,-9399.13,52992.0,43592.87,12.0,90.0,0,0.0634,163.5
311,5a_capital_return_5pct,1,0.0634,0.0634,0.0,0.0,0,0.0,128,-9399.13,52992.0,43592.87,12.0,90.0,0,0.0634,163.6
312,5a_capital_return_5pct,1,0.0634,0.0634,0.0,0.0,0,0.0,128,-9399.13,52992.0,43592.87,12.0,90.0,0,0.0634,163.6
313,5a_capital_return_5pct,1,0.0634,0.0634,0.0,0.0,0,0.0,128,-9399.13,52992.0,43592.87,12.0,90.0,0,0.0634,163.7
314,5a_capital_return_5pct,1,0.0634,0.0634,0.0,0.0,0,0.0,128,-9399.13,52992.0,43592.87,12.0,90.0,0,0.0634,163.7
315,5a_capital_return_5pct,1,0.0634,0.0634,0.0,0.0,0,0.0,128,-9390.13,52992.0,43601.87,12.0,90.0,0,0.0634,163.7
316,5a_capital_return_5pct,1,0.0634,0.0634,0.0,0.0,0,0.0,128,-9390.13,52992.0,43601.87,12.0,90.0,0,0.0634,163.7
317,5a_capital_return_5pct,1,0.0634,0.0634,0.0,0.0,0,0.0,128,-9390.13,52992.0,43601.87,12.0,90.0,0,0.0634,163.8
318,5a_capital_return_5pct,1,0.0634,0.0634,0.0,0.0,0,0.0,128,-9390.13,52992.0,43601.87,12.0,90.0,0,0.0634,163.8
319,5a_capital_return_5pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,-9390.13,52992.0,43601.87,12.0,90.0,0,0.0635,163.8
320,5a_capital_return_5pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,-9390.13,52992.0,43601.87,12.0,90.0,0,0.0635,163.9
321,5a_capital_return_5pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,-9390.13,52992.0,43601.87,12.0,90.0,0,0.0635,163.9
322,5a_capital_return_5pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,-9381.13,52992.0,43610.87,12.0,90.0,0,0.0635,163.9
323,5a_capital_return_5pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,-9381.13,52992.0,43610.87,12.0,90.0,0,0.0635,163.9
324,5a_capital_return_5pct,1,0.0636,0.0636,0.0,0.0,0,0.0,128,-9381.13,52992.0,43610.87,12.0,90.0,0,0.0636,164.0
325,5a_capital_return_5pct,1,0.0636,0.0636,0.0,0.0,0,0.0,128,-9381.13,52992.0,43610.87,12.0,90.0,0,0.0636,164.0
326,5a_capital_return_5pct,1,0.0636,0.0636,0.0,0.0,0,0.0,128,-9381.13,52992.0,43610.87,12.0,90.0,0,0.0636,164.0
327,5a_capital_return_5pct,1,0.0637,0.0637,0.0,0.0,0,0.0,128,-9381.13,52992.0,43610.87,12.0,90.0,0,0.0637,164.1
328,5a_capital_return_5pct,1,0.0637,0.0637,0.0,0.0,0,0.0,128,-9381.13,52992.0,43610.87,12.0,90.0,0,0.0637,164.1
329,5a_capital_return_5pct,1,0.0638,0.0638,0.0,0.0,0,0.0,128,-9381.13,52992.0,43610.87,12.0,90.0,0,0.0638,164.1
330,5a_capital_return_5pct,1,0.0638,0.0638,0.0,0.0,0,0.0,128,-9381.13,52992.0,43610.87,12.0,90.0,0,0.0638,164.2
