tick,scenario,enabled,gini,gini_post_transfer,poverty_rate,poverty_rate_post_transfer,beneficiaries,coverage_ratio,graduated_total,fund_balance,total_transfers,total_surtax_collected,benefit_per_capita,eligibility_threshold,n_acima_180,gini_real,avg_wealth
331,5a_capital_return_5pct,1,0.0639,0.0639,0.0,0.0,0,0.0,128,-9372.12,52992.0,43619.88,12.0,90.0,0,0.0639,164.2
332,5a_capital_return_5pct,1,0.0639,0.0639,0.0,0.0,0,0.0,128,-9372.12,52992.0,43619.88,12.0,90.0,0,0.0639,164.2
333,5a_capital_return_5pct,1,0.064,0.064,0.0,0.0,0,0.0,128,-9363.12,52992.0,43628.88,12.0,90.0,0,0.064,164.2
334,5a_capital_return_5pct,1,0.064,0.064,0.0,0.0,0,0.0,128,-9363.12,52992.0,43628.88,12.0,90.0,0,0.064,164.2
335,5a_capital_return_5pct,1,0.0641,0.0641,0.0,0.0,0,0.0,128,-9363.12,52992.0,43628.88,12.0,90.0,0,0.0641,164.3
336,5a_capital_return_5pct,1,0.0641,0.0641,0.0,0.0,0,0.0,128,-9363.12,52992.0,43628.88,12.0,90.0,0,0.0641,164.3
337,5a_capital_return_5pct,1,0.0642,0.0642,0.0,0.0,0,0.0,128,-9363.12,52992.0,43628.88,12.0,90.0,0,0.0642,164.3
338,5a_capital_return_5pct,1,0.0643,0.0643,0.0,0.0,0,0.0,128,-9345.12,52992.0,43646.88,12.0,90.0,0,0.0643,164.3
339,5a_capital_return_5pct,1,0.0642,0.0642,0.0,0.0,0,0.0,128,-9318.1,52992.0,43673.9,12.0,90.0,0,0.0642,164.2
340,5a_capital_return_5pct,1,0.0643,0.0643,0.0,0.0,0,0.0,128,-9309.1,52992.0,43682.9,12.0,90.0,0,0.0643,164.2
341,5a_capital_return_5pct,1,0.0643,0.0643,0.0,0.0,0,0.0,128,-9309.1,52992.0,43682.9,12.0,90.0,0,0.0643,164.2
342,5a_capital_return_5pct,1,0.0643,0.0643,0.0,0.0,0,0.0,128,-9282.09,52992.0,43709.91,12.0,90.0,0,0.0643,164.1
343,5a_capital_return_5pct,1,0.0644,0.0644,0.0,0.0,0,0.0,128,-9282.09,52992.0,43709.91,12.0,90.0,0,0.0644,164.2
344,5a_capital_return_5pct,1,0.0644,0.0644,0.0,0.0,0,0.0,128,-9273.09,52992.0,43718.91,12.0,90.0,0,0.0644,164.2
345,5a_capital_return_5pct,1,0.0644,0.0644,0.0,0.0,0,0.0,128,-9264.08,52992.0,43727.92,12.0,90.0,0,0.0644,164.1
346,5a_capital_return_5pct,1,0.0645,0.0645,0.0,0.0,0,0.0,128,-9255.08,52992.0,43736.92,12.0,90.0,0,0.0645,164.1
347,5a_capital_return_5pct,1,0.0644,0.0644,0.0,0.0,0,0.0,128,-9228.08,52992.0,43763.92,12.0,90.0,0,0.0644,164.0
348,5a_capital_return_5pct,1,0.0644,0.0644,0.0,0.0,0,0.0,128,-9210.08,52992.0,43781.92,12.0,90.0,0,0.0644,164.0
349,5a_capital_return_5pct,1,0.0644,0.0644,0.0,0.0,0,0.0,128,-9201.07,52992.0,43790.93,12.0,90.0,0,0.0644,164.0
350,5a_capital_return_5pct,1,0.0644,0.0644,0.0,0.0,0,0.0,128,-9183.07,52992.0,43808.93,12.0,90.0,0,0.0644,163.9
351,5a_capital_return_5pct,1,0.0644,0.0644,0.0,0.0,0,0.0,128,-9174.06,52992.0,43817.94,12.0,90.0,0,0.0644,163.9
352,5a_capital_return_5pct,1,0.0644,0.0644,0.0,0.0,0,0.0,128,-9165.06,52992.0,43826.94,12.0,90.0,0,0.0644,163.9
353,5a_capital_return_5pct,1,0.0643,0.0643,0.0,0.0,0,0.0,128,-9156.06,52992.0,43835.94,12.0,90.0,0,0.0643,163.9
354,5a_capital_return_5pct,1,0.0643,0.0643,0.0,0.0,0,0.0,128,-9147.06,52992.0,43844.94,12.0,90.0,0,0.0643,163.9
355,5a_capital_return_5pct,1,0.0644,0.0644,0.0,0.0,0,0.0,128,-9147.06,52992.0,43844.94,12.0,90.0,0,0.0644,163.9
356,5a_capital_return_5pct,1,0.0643,0.0643,0.0,0.0,0,0.0,128,-9129.05,52992.0,43862.95,12.0,90.0,0,0.0643,163.9
357,5a_capital_return_5pct,1,0.0643,0.0643,0.0,0.0,0,0.0,128,-9120.05,52992.0,43871.95,12.0,90.0,0,0.0643,163.9
358,5a_capital_return_5pct,1,0.0643,0.0643,0.0,0.0,0,0.0,128,-9111.04,52992.0,43880.96,12.0,90.0,0,0.0643,163.9
359,5a_capital_return_5pct,1,0.0641,0.0641,0.0,0.0,0,0.0,128,-9075.03,52992.0,43916.97,12.0,90.0,0,0.0641,163.7
360,5a_capital_return_5pct,1,0.0641,0.0641,0.0,0.0,0,0.0,128,-9075.03,52992.0,43916.97,12.0,90.0,0,0.0641,163.8
361,5a_capital_return_5pct,1,0.0639,0.0639,0.0,0.0,0,0.0,128,-9048.02,52992.0,43943.98,12.0,90.0,0,0.0639,163.7
362,5a_capital_return_5pct,1,0.0639,0.0639,0.0,0.0,0,0.0,128,-9048.02,52992.0,43943.98,12.0,90.0,0,0.0639,163.7
363,5a_capital_return_5pct,1,0.0639,0.0639,0.0,0.0,0,0.0,128,-9039.02,52992.0,43952.98,12.0,90.0,0,0.0639,163.7
364,5a_capital_return_5pct,1,0.0639,0.0639,0.0,0.0,0,0.0,128,-9039.02,52992.0,43952.98,12.0,90.0,0,0.0639,163.7
365,5a_capital_return_5pct,1,0.0638,0.0638,0.0,0.0,0,0.0,128,-9030.02,52992.0,43961.98,12.0,90.0,0,0.0638,163.7
366,5a_capital_return_5pct,1,0.0637,0.0637,0.0,0.0,0,0.0,128,-9012.01,52992.0,43979.99,12.0,90.0,0,0.0637,163.7
367,5a_capital_return_5pct,1,0.0637,0.0637,0.0,0.0,0,0.0,128,-9003.01,52992.0,43988.99,12.0,90.0,0,0.0637,163.6
368,5a_capital_return_5pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,-8985.0,52992.0,44007.0,12.0,90.0,0,0.0635,163.6
369,5a_capital_return_5pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,-8976.0,52992.0,44016.0,12.0,90.0,0,0.0635,163.6
370,5a_capital_return_5pct,1,0.0634,0.0634,0.0,0.0,0,0.0,128,-8966.99,52992.0,44025.01,12.0,90.0,0,0.0634,163.6
371,5a_capital_return_5pct,1,0.0634,0.0634,0.0,0.0,0,0.0,128,-8966.99,52992.0,44025.01,12.0,90.0,0,0.0634,163.6
372,5a_capital_return_5pct,1,0.0634,0.0634,0.0,0.0,0,0.0,128,-8966.99,52992.0,44025.01,12.0,90.0,0,0.0634,163.6
373,5a_capital_return_5pct,1,0.0634,0.0634,0.0,0.0,0,0.0,128,-8966.99,52992.0,44025.01,12.0,90.0,0,0.0634,163.7
374,5a_capital_return_5pct,1,0.0633,0.0633,0.0,0.0,0,0.0,128,-8948.99,52992.0,44043.01,12.0,90.0,0,0.0633,163.6
375,5a_capital_return_5pct,1,0.0633,0.0633,0.0,0.0,0,0.0,128,-8948.99,52992.0,44043.01,12.0,90.0,0,0.0633,163.7
376,5a_capital_return_5pct,1,0.0632,0.0632,0.0,0.0,0,0.0,128,-8939.99,52992.0,44052.01,12.0,90.0,0,0.0632,163.7
377,5a_capital_return_5pct,1,0.0631,0.0631,0.0,0.0,0,0.0,128,-8930.98,52992.0,44061.02,12.0,90.0,0,0.0631,163.6
378,5a_capital_return_5pct,1,0.0631,0.0631,0.0,0.0,0,0.0,128,-8930.98,52992.0,44061.02,12.0,90.0,0,0.0631,163.7
379,5a_capital_return_5pct,1,0.0631,0.0631,0.0,0.0,0,0.0,128,-8921.98,52992.0,44070.02,12.0,90.0,0,0.0631,163.7
380,5a_capital_return_5pct,1,0.063,0.063,0.0,0.0,0,0.0,128,-8912.98,52992.0,44079.02,12.0,90.0,0,0.063,163.7
381,5a_capital_return_5pct,1,0.063,0.063,0.0,0.0,0,0.0,128,-8912.98,52992.0,44079.02,12.0,90.0,0,0.063,163.7
382,5a_capital_return_5pct,1,0.0629,0.0629,0.0,0.0,0,0.0,128,-8903.97,52992.0,44088.03,12.0,90.0,0,0.0629,163.7
383,5a_capital_return_5pct,1,0.0629,0.0629,0.0,0.0,0,0.0,128,-8894.97,52992.0,44097.03,12.0,90.0,0,0.0629,163.7
384,5a_capital_return_5pct,1,0.0629,0.0629,0.0,0.0,0,0.0,128,-8894.97,52992.0,44097.03,12.0,90.0,0,0.0629,163.7
385,5a_capital_return_5pct,1,0.0629,0.0629,0.0,0.0,0,0.0,128,-8894.97,52992.0,44097.03,12.0,90.0,0,0.0629,163.8
386,5a_capital_return_5pct,1,0.0629,0.0629,0.0,0.0,0,0.0,128,-8894.97,52992.0,44097.03,12.0,90.0,0,0.0629,163.8
387,5a_capital_return_5pct,1,0.0629,0.0629,0.0,0.0,0,0.0,128,-8894.97,52992.0,44097.03,12.0,90.0,0,0.0629,163.8
388,5a_capital_return_5pct,1,0.0629,0.0629,0.0,0.0,0,0.0,128,-8894.97,52992.0,44097.03,12.0,90.0,0,0.0629,163.9
389,5a_capital_return_5pct,1,0.0629,0.0629,0.0,0.0,0,0.0,128,-8894.97,52992.0,44097.03,12.0,90.0,0,0.0629,163.9
390,5a_capital_return_5pct,1,0.0629,0.0629,0.0,0.0,0,0.0,128,-8894.97,52992.0,44097.03,12.0,90.0,0,0.0629,163.9
391,5a_capital_return_5pct,1,0.0629,0.0629,0.0,0.0,0,0.0,128,-8885.97,52992.0,44106.03,12.0,90.0,0,0.0629,163.9
392,5a_capital_return_5pct,1,0.0629,0.0629,0.0,0.0,0,0.0,128,-8885.97,52992.0,44106.03,12.0,90.0,0,0.0629,164.0
393,5a_capital_return_5pct,1,0.063,0.063,0.0,0.0,0,0.0,128,-8885.97,52992.0,44106.03,12.0,90.0,0,0.063,164.0
394,5a_capital_return_5pct,1,0.063,0.063,0.0,0.0,0,0.0,128,-8885.97,52992.0,44106.03,12.0,90.0,0,0.063,164.1
395,5a_capital_return_5pct,1,0.063,0.063,0.0,0.0,0,0.0,128,-8876.96,52992.0,44115.04,12.0,90.0,0,0.063,164.0
396,5a_capital_return_5pct,1,0.063,0.063,0.0,0.0,0,0.0,128,-8876.96,52992.0,44115.04,12.0,90.0,0,0.063,164.1
397,5a_capital_return_5pct,1,0.0631,0.0631,0.0,0.0,0,0.0,128,-8876.96,52992.0,44115.04,12.0,90.0,0,0.0631,164.1
398,5a_capital_return_5pct,1,0.0631,0.0631,0.0,0.0,0,0.0,128,-8876.96,52992.0,44115.04,12.0,90.0,0,0.0631,164.2
399,5a_capital_return_5pct,1,0.0632,0.0632,0.0,0.0,0,0.0,128,-8876.96,52992.0,44115.04,12.0,90.0,0,0.0632,164.2
400,5a_capital_return_5pct,1,0.0632,0.0632,0.0,0.0,0,0.0,128,-8876.96,52992.0,44115.04,12.0,90.0,0,0.0632,164.2
401,5a_capital_return_5pct,1,0.0633,0.0633,0.0,0.0,0,0.0,128,-8876.96,52992.0,44115.04,12.0,90.0,0,0.0633,164.3
402,5a_capital_return_5pct,1,0.0633,0.0633,0.0,0.0,0,0.0,128,-8876.96,52992.0,44115.04,12.0,90.0,0,0.0633,164.3
403,5a_capital_return_5pct,1,0.0634,0.0634,0.0,0.0,0,0.0,128,-8876.96,52992.0,44115.04,12.0,90.0,0,0.0634,164.3
404,5a_capital_return_5pct,1,0.0634,0.0634,0.0,0.0,0,0.0,128,-8858.95,52992.0,44133.05,12.0,90.0,0,0.0634,164.3
405,5a_capital_return_5pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,-8858.95,52992.0,44133.05,12.0,90.0,0,0.0635,164.3
406,5a_capital_return_5pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,-8858.95,52992.0,44133.05,12.0,90.0,0,0.0635,164.4
407,5a_capital_return_5pct,1,0.0636,0.0636,0.0,0.0,0,0.0,128,-8849.95,52992.0,44142.05,12.0,90.0,0,0.0636,164.4
408,5a_capital_return_5pct,1,0.0637,0.0637,0.0,0.0,0,0.0,128,-8849.95,52992.0,44142.05,12.0,90.0,0,0.0637,164.4
409,5a_capital_return_5pct,1,0.0637,0.0637,0.0,0.0,0,0.0,128,-8840.94,52992.0,44151.06,12.0,90.0,0,0.0637,164.4
410,5a_capital_return_5pct,1,0.0638,0.0638,0.0,0.0,0,0.0,128,-8831.94,52992.0,44160.06,12.0,90.0,0,0.0638,164.4
411,5a_capital_return_5pct,1,0.0638,0.0638,0.0,0.0,0,0.0,128,-8822.94,52992.0,44169.06,12.0,90.0,0,0.0638,164.4
412,5a_capital_return_5pct,1,0.0639,0.0639,0.0,0.0,0,0.0,128,-8804.93,52992.0,44187.07,12.0,90.0,0,0.0639,164.3
413,5a_capital_return_5pct,1,0.0639,0.0639,0.0,0.0,0,0.0,128,-8786.93,52992.0,44205.07,12.0,90.0,0,0.0639,164.3
414,5a_capital_return_5pct,1,0.0639,0.0639,0.0,0.0,0,0.0,128,-8768.92,52992.0,44223.08,12.0,90.0,0,0.0639,164.2
415,5a_capital_return_5pct,1,0.0639,0.0639,0.0,0.0,0,0.0,128,-8759.92,52992.0,44232.08,12.0,90.0,0,0.0639,164.2
416,5a_capital_return_5pct,1,0.064,0.064,0.0,0.0,0,0.0,128,-8750.92,52992.0,44241.08,12.0,90.0,0,0.064,164.2
417,5a_capital_return_5pct,1,0.064,0.064,0.0,0.0,0,0.0,128,-8750.92,52992.0,44241.08,12.0,90.0,0,0.064,164.3
418,5a_capital_return_5pct,1,0.0639,0.0639,0.0,0.0,0,0.0,128,-8705.89,52992.0,44286.11,12.0,90.0,0,0.0639,164.1
419,5a_capital_return_5pct,1,0.0639,0.0639,0.0,0.0,0,0.0,128,-8705.89,52992.0,44286.11,12.0,90.0,0,0.0639,164.1
420,5a_capital_return_5pct,1,0.064,0.064,0.0,0.0,0,0.0,128,-8696.89,52992.0,44295.11,12.0,90.0,0,0.064,164.1
421,5a_capital_return_5pct,1,0.064,0.064,0.0,0.0,0,0.0,128,-8687.88,52992.0,44304.12,12.0,90.0,0,0.064,164.1
422,5a_capital_return_5pct,1,0.0639,0.0639,0.0,0.0,0,0.0,128,-8660.88,52992.0,44331.12,12.0,90.0,0,0.0639,164.0
423,5a_capital_return_5pct,1,0.0639,0.0639,0.0,0.0,0,0.0,128,-8651.88,52992.0,44340.12,12.0,90.0,0,0.0639,164.0
424,5a_capital_return_5pct,1,0.0639,0.0639,0.0,0.0,0,0.0,128,-8651.88,52992.0,44340.12,12.0,90.0,0,0.0639,164.1
425,5a_capital_return_5pct,1,0.064,0.064,0.0,0.0,0,0.0,128,-8651.88,52992.0,44340.12,12.0,90.0,0,0.064,164.1
426,5a_capital_return_5pct,1,0.064,0.064,0.0,0.0,0,0.0,128,-8642.88,52992.0,44349.12,12.0,90.0,0,0.064,164.1
427,5a_capital_return_5pct,1,0.064,0.064,0.0,0.0,0,0.0,128,-8633.87,52992.0,44358.13,12.0,90.0,0,0.064,164.1
428,5a_capital_return_5pct,1,0.0639,0.0639,0.0,0.0,0,0.0,128,-8606.87,52992.0,44385.13,12.0,90.0,0,0.0639,164.0
429,5a_capital_return_5pct,1,0.0638,0.0638,0.0,0.0,0,0.0,128,-8579.85,52992.0,44412.15,12.0,90.0,0,0.0638,163.9
430,5a_capital_return_5pct,1,0.0637,0.0637,0.0,0.0,0,0.0,128,-8561.84,52992.0,44430.16,12.0,90.0,0,0.0637,163.9
431,5a_capital_return_5pct,1,0.0636,0.0636,0.0,0.0,0,0.0,128,-8552.84,52992.0,44439.16,12.0,90.0,0,0.0636,163.8
432,5a_capital_return_5pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,-8534.83,52992.0,44457.17,12.0,90.0,0,0.0635,163.8
433,5a_capital_return_5pct,1,0.0634,0.0634,0.0,0.0,0,0.0,128,-8516.83,52992.0,44475.17,12.0,90.0,0,0.0634,163.7
434,5a_capital_return_5pct,1,0.0633,0.0633,0.0,0.0,0,0.0,128,-8498.82,52992.0,44493.18,12.0,90.0,0,0.0633,163.7
435,5a_capital_return_5pct,1,0.0633,0.0633,0.0,0.0,0,0.0,128,-8489.82,52992.0,44502.18,12.0,90.0,0,0.0633,163.7
436,5a_capital_return_5pct,1,0.0631,0.0631,0.0,0.0,0,0.0,128,-8471.81,52992.0,44520.19,12.0,90.0,0,0.0631,163.6
437,5a_capital_return_5pct,1,0.0631,0.0631,0.0,0.0,0,0.0,128,-8471.81,52992.0,44520.19,12.0,90.0,0,0.0631,163.7
438,5a_capital_return_5pct,1,0.0631,0.0631,0.0,0.0,0,0.0,128,-8462.81,52992.0,44529.19,12.0,90.0,0,0.0631,163.7
439,5a_capital_return_5pct,1,0.063,0.063,0.0,0.0,0,0.0,128,-8453.81,52992.0,44538.19,12.0,90.0,0,0.063,163.7
440,5a_capital_return_5pct,1,0.063,0.063,0.0,0.0,0,0.0,128,-8453.81,52992.0,44538.19,12.0,90.0,0,0.063,163.7
441,5a_capital_return_5pct,1,0.063,0.063,0.0,0.0,0,0.0,128,-8453.81,52992.0,44538.19,12.0,90.0,0,0.063,163.8
442,5a_capital_return_5pct,1,0.0629,0.0629,0.0,0.0,0,0.0,128,-8444.8,52992.0,44547.2,12.0,90.0,0,0.0629,163.7
443,5a_capital_return_5pct,1,0.0628,0.0628,0.0,0.0,0,0.0,128,-8426.8,52992.0,44565.2,12.0,90.0,0,0.0628,163.7
444,5a_capital_return_5pct,1,0.0627,0.0627,0.0,0.0,0,0.0,128,-8417.8,52992.0,44574.2,12.0,90.0,0,0.0627,163.7
445,5a_capital_return_5pct,1,0.0627,0.0627,0.0,0.0,0,0.0,128,-8417.8,52992.0,44574.2,12.0,90.0,0,0.0627,163.7
446,5a_capital_return_5pct,1,0.0627,0.0627,0.0,0.0,0,0.0,128,-8417.8,52992.0,44574.2,12.0,90.0,0,0.0627,163.8
447,5a_capital_return_5pct,1,0.0627,0.0627,0.0,0.0,0,0.0,128,-8417.8,52992.0,44574.2,12.0,90.0,0,0.0627,163.8
448,5a_capital_return_5pct,1,0.0627,0.0627,0.0,0.0,0,0.0,128,-8408.79,52992.0,44583.21,12.0,90.0,0,0.0627,163.8
449,5a_capital_return_5pct,1,0.0627,0.0627,0.0,0.0,0,0.0,128,-8408.79,52992.0,44583.21,12.0,90.0,0,0.0627,163.9
450,5a_capital_return_5pct,1,0.0625,0.0625,0.0,0.0,0,0.0,128,-8390.78,52992.0,44601.22,12.0,90.0,0,0.0625,163.8
451,5a_capital_return_5pct,1,0.0625,0.0625,0.0,0.0,0,0.0,128,-8381.78,52992.0,44610.22,12.0,90.0,0,0.0625,163.8
452,5a_capital_return_5pct,1,0.0625,0.0625,0.0,0.0,0,0.0,128,-8381.78,52992.0,44610.22,12.0,90.0,0,0.0625,163.8
453,5a_capital_return_5pct,1,0.0625,0.0625,0.0,0.0,0,0.0,128,-8381.78,52992.0,44610.22,12.0,90.0,0,0.0625,163.9
454,5a_capital_return_5pct,1,0.0625,0.0625,0.0,0.0,0,0.0,128,-8381.78,52992.0,44610.22,12.0,90.0,0,0.0625,163.9
455,5a_capital_return_5pct,1,0.0625,0.0625,0.0,0.0,0,0.0,128,-8381.78,52992.0,44610.22,12.0,90.0,0,0.0625,164.0
456,5a_capital_return_5pct,1,0.0625,0.0625,0.0,0.0,0,0.0,128,-8381.78,52992.0,44610.22,12.0,90.0,0,0.0625,164.0
457,5a_capital_return_5pct,1,0.0626,0.0626,0.0,0.0,0,0.0,128,-8381.78,52992.0,44610.22,12.0,90.0,0,0.0626,164.0
458,5a_capital_return_5pct,1,0.0626,0.0626,0.0,0.0,0,0.0,128,-8381.78,52992.0,44610.22,12.0,90.0,0,0.0626,164.1
459,5a_capital_return_5pct,1,0.0626,0.0626,0.0,0.0,0,0.0,128,-8372.78,52992.0,44619.22,12.0,90.0,0,0.0626,164.1
460,5a_capital_return_5pct,1,0.0626,0.0626,0.0,0.0,0,0.0,128,-8363.78,52992.0,44628.22,12.0,90.0,0,0.0626,164.1
461,5a_capital_return_5pct,1,0.0626,0.0626,0.0,0.0,0,0.0,128,-8363.78,52992.0,44628.22,12.0,90.0,0,0.0626,164.1
462,5a_capital_return_5pct,1,0.0626,0.0626,0.0,0.0,0,0.0,128,-8363.78,52992.0,44628.22,12.0,90.0,0,0.0626,164.2
463,5a_capital_return_5pct,1,0.0627,0.0627,0.0,0.0,0,0.0,128,-8363.78,52992.0,44628.22,12.0,90.0,0,0.0627,164.2
464,5a_capital_return_5pct,1,0.0627,0.0627,0.0,0.0,0,0.0,128,-8363.78,52992.0,44628.22,12.0,90.0,0,0.0627,164.2
465,5a_capital_return_5pct,1,0.0628,0.0628,0.0,0.0,0,0.0,128,-8363.78,52992.0,44628.22,12.0,90.0,0,0.0628,164.3
466,5a_capital_return_5pct,1,0.0628,0.0628,0.0,0.0,0,0.0,128,-8363.78,52992.0,44628.22,12.0,90.0,0,0.0628,164.3
467,5a_capital_return_5pct,1,0.0629,0.0629,0.0,0.0,0,0.0,128,-8363.78,52992.0,44628.22,12.0,90.0,0,0.0629,164.4
468,5a_capital_return_5pct,1,0.0629,0.0629,0.0,0.0,0,0.0,128,-8363.78,52992.0,44628.22,12.0,90.0,0,0.0629,164.4
469,5a_capital_return_5pct,1,0.063,0.063,0.0,0.0,0,0.0,128,-8363.78,52992.0,44628.22,12.0,90.0,0,0.063,164.4
470,5a_capital_return_5pct,1,0.0631,0.0631,0.0,0.0,0,0.0,128,-8354.77,52992.0,44637.23,12.0,90.0,0,0.0631,164.4
471,5a_capital_return_5pct,1,0.0631,0.0631,0.0,0.0,0,0.0,128,-8354.77,52992.0,44637.23,12.0,90.0,0,0.0631,164.5
472,5a_capital_return_5pct,1,0.0632,0.0632,0.0,0.0,0,0.0,128,-8336.76,52992.0,44655.24,12.0,90.0,0,0.0632,164.4
473,5a_capital_return_5pct,1,0.0632,0.0632,0.0,0.0,0,0.0,128,-8327.76,52992.0,44664.24,12.0,90.0,0,0.0632,164.4
474,5a_capital_return_5pct,1,0.0633,0.0633,0.0,0.0,0,0.0,128,-8327.76,52992.0,44664.24,12.0,90.0,0,0.0633,164.5
475,5a_capital_return_5pct,1,0.0633,0.0633,0.0,0.0,0,0.0,128,-8318.76,52992.0,44673.24,12.0,90.0,0,0.0633,164.5
476,5a_capital_return_5pct,1,0.0634,0.0634,0.0,0.0,0,0.0,128,-8318.76,52992.0,44673.24,12.0,90.0,0,0.0634,164.5
477,5a_capital_return_5pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,-8318.76,52992.0,44673.24,12.0,90.0,0,0.0635,164.5
478,5a_capital_return_5pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,-8300.75,52992.0,44691.25,12.0,90.0,0,0.0635,164.5
479,5a_capital_return_5pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,-8282.75,52992.0,44709.25,12.0,90.0,0,0.0635,164.4
480,5a_capital_return_5pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,-8255.73,52992.0,44736.27,12.0,90.0,0,0.0635,164.3
481,5a_capital_return_5pct,1,0.0636,0.0636,0.0,0.0,0,0.0,128,-8246.73,52992.0,44745.27,12.0,90.0,0,0.0636,164.3
482,5a_capital_return_5pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,-8210.71,52992.0,44781.29,12.0,90.0,0,0.0635,164.2
483,5a_capital_return_5pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,-8201.7,52992.0,44790.3,12.0,90.0,0,0.0635,164.2
484,5a_capital_return_5pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,-8201.7,52992.0,44790.3,12.0,90.0,0,0.0635,164.2
485,5a_capital_return_5pct,1,0.0636,0.0636,0.0,0.0,0,0.0,128,-8192.7,52992.0,44799.3,12.0,90.0,0,0.0636,164.2
486,5a_capital_return_5pct,1,0.0636,0.0636,0.0,0.0,0,0.0,128,-8192.7,52992.0,44799.3,12.0,90.0,0,0.0636,164.3
487,5a_capital_return_5pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,-8165.69,52992.0,44826.31,12.0,90.0,0,0.0635,164.2
488,5a_capital_return_5pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,-8138.68,52992.0,44853.32,12.0,90.0,0,0.0635,164.1
489,5a_capital_return_5pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,-8138.68,52992.0,44853.32,12.0,90.0,0,0.0635,164.1
490,5a_capital_return_5pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,-8138.68,52992.0,44853.32,12.0,90.0,0,0.0635,164.2
491,5a_capital_return_5pct,1,0.0636,0.0636,0.0,0.0,0,0.0,128,-8138.68,52992.0,44853.32,12.0,90.0,0,0.0636,164.2
492,5a_capital_return_5pct,1,0.0636,0.0636,0.0,0.0,0,0.0,128,-8129.67,52992.0,44862.33,12.0,90.0,0,0.0636,164.2
493,5a_capital_return_5pct,1,0.0634,0.0634,0.0,0.0,0,0.0,128,-8084.66,52992.0,44907.34,12.0,90.0,0,0.0634,164.0
494,5a_capital_return_5pct,1,0.0634,0.0634,0.0,0.0,0,0.0,128,-8075.66,52992.0,44916.34,12.0,90.0,0,0.0634,164.0
495,5a_capital_return_5pct,1,0.0634,0.0634,0.0,0.0,0,0.0,128,-8066.66,52992.0,44925.34,12.0,90.0,0,0.0634,164.0
496,5a_capital_return_5pct,1,0.0632,0.0632,0.0,0.0,0,0.0,128,-8030.64,52992.0,44961.36,12.0,90.0,0,0.0632,163.9
497,5a_capital_return_5pct,1,0.0631,0.0631,0.0,0.0,0,0.0,128,-8021.64,52992.0,44970.36,12.0,90.0,0,0.0631,163.9
498,5a_capital_return_5pct,1,0.063,0.063,0.0,0.0,0,0.0,128,-8003.64,52992.0,44988.36,12.0,90.0,0,0.063,163.8
499,5a_capital_return_5pct,1,0.063,0.063,0.0,0.0,0,0.0,128,-7994.63,52992.0,44997.37,12.0,90.0,0,0.063,163.8
